deal_id,month,collections_available,servicing_fee_paid,senior_interest_paid,senior_principal_paid,subordinate_interest_paid,subordinate_principal_paid,excess_spread_to_originator,ce_opening_balance,ce_drawn_this_month,ce_closing_balance,ce_cover_ratio
D0033,2026-07-01,2.12,0.04,0.27,1.76,0.0,0.0,0.05,0.17,0.0,0.17,0.0063
D0034,2025-12-01,12.36,0.2,1.51,10.15,0.0,0.0,0.5,8.78,0.0,8.78,0.056
D0034,2026-02-01,10.2,0.17,1.28,8.11,0.0,0.0,0.64,8.78,0.0,8.78,0.0643
D0034,2026-03-01,8.0,0.17,1.35,6.33,0.0,0.0,0.15,8.78,0.0,8.78,0.0675
D0034,2026-04-01,8.13,0.16,1.2,6.21,0.0,0.0,0.56,8.78,0.0,8.78,0.0708
D0034,2026-05-01,8.32,0.15,1.03,7.11,0.0,0.0,0.03,8.78,0.0,8.78,0.0751
D0034,2026-06-01,7.04,0.14,1.06,5.48,0.0,0.0,0.36,8.78,0.0,8.78,0.0788
D0034,2026-07-01,7.25,0.13,0.97,5.93,0.0,0.0,0.22,8.78,0.0,8.78,0.0833
D0035,2025-09-01,20.04,0.43,2.16,17.31,0.0,0.0,0.14,17.75,0.0,17.75,0.0611
D0035,2025-10-01,32.68,0.38,2.34,29.05,0.0,0.0,0.91,17.75,0.0,17.75,0.0679
D0035,2025-11-01,19.79,0.36,2.32,16.71,0.0,0.0,0.4,17.75,0.0,17.75,0.0726
D0035,2025-12-01,18.9,0.34,2.12,16.19,0.0,0.0,0.25,17.75,0.0,17.75,0.0777
D0035,2026-01-01,16.32,0.32,2.07,13.4,0.0,0.0,0.53,17.75,0.0,17.75,0.0826
D0035,2026-02-01,15.66,0.3,1.73,12.72,0.0,0.0,0.91,17.75,0.0,17.75,0.0877
D0035,2026-03-01,14.8,0.28,1.49,12.09,0.0,0.0,0.94,17.75,0.0,17.75,0.0933
D0035,2026-04-01,12.59,0.26,1.6,10.54,0.0,0.0,0.19,17.75,0.0,17.75,0.0988
D0035,2026-05-01,13.96,0.25,1.48,11.62,0.0,0.0,0.61,17.75,0.0,17.75,0.1056
D0035,2026-06-01,12.29,0.23,1.48,10.21,0.0,0.0,0.37,17.75,0.0,17.75,0.1125
D0035,2026-07-01,12.02,0.22,1.18,10.2,0.0,0.0,0.42,17.75,0.0,17.75,0.1202
D0037,2024-07-01,1.74,0.01,0.29,1.32,0.0,0.0,0.12,1.05,0.0,1.05,0.0363
D0037,2024-08-01,1.72,0.01,0.29,1.4,0.0,0.0,0.02,1.05,0.0,1.05,0.0382
D0037,2024-09-01,1.43,0.01,0.26,1.04,0.0,0.0,0.12,1.05,0.0,1.05,0.0397
D0037,2024-10-01,1.67,0.01,0.25,1.29,0.0,0.0,0.12,1.05,0.0,1.05,0.0417
D0037,2024-11-01,1.43,0.01,0.23,1.16,0.0,0.0,0.03,1.05,0.0,1.05,0.0438
D0037,2024-12-01,1.58,0.01,0.24,1.23,0.0,0.0,0.1,1.05,0.0,1.05,0.0461
D0037,2025-01-01,1.63,0.01,0.21,1.37,0.0,0.0,0.04,1.05,0.0,1.05,0.0491
D0037,2025-02-01,1.2,0.01,0.19,0.98,0.0,0.0,0.02,1.05,0.0,1.05,0.0514
D0037,2025-03-01,1.27,0.01,0.19,1.03,0.0,0.0,0.04,1.05,0.0,1.05,0.0542
D0037,2025-04-01,1.01,0.01,0.17,0.78,0.0,0.0,0.05,1.05,0.0,1.05,0.0564
D0037,2025-05-01,1.25,0.01,0.18,1.01,0.0,0.0,0.05,1.05,0.0,1.05,0.0597
D0037,2025-06-01,0.91,0.01,0.14,0.73,0.0,0.0,0.03,1.05,0.0,1.05,0.0622
D0037,2025-07-01,1.11,0.01,0.16,0.93,0.0,0.0,0.01,1.05,0.0,1.05,0.0659
D0037,2025-08-01,1.01,0.01,0.14,0.8,0.0,0.0,0.06,1.05,0.0,1.05,0.0694
D0037,2025-09-01,0.77,0.01,0.15,0.58,0.0,0.0,0.03,1.05,0.0,1.05,0.0721
D0037,2025-10-01,0.76,0.01,0.13,0.57,0.0,0.0,0.05,1.05,0.0,1.05,0.0751
D0037,2025-11-01,0.79,0.01,0.14,0.59,0.0,0.0,0.05,1.05,0.0,1.05,0.0784
D0037,2025-12-01,0.69,0.01,0.13,0.54,0.0,0.0,0.01,1.05,0.0,1.05,0.0816
D0037,2026-01-01,0.78,0.01,0.1,0.64,0.0,0.0,0.03,1.05,0.0,1.05,0.0859
D0037,2026-02-01,0.81,0.01,0.11,0.64,0.0,0.0,0.05,1.05,0.0,1.05,0.0907
D0037,2026-03-01,0.67,0.01,0.11,0.55,0.0,0.0,0.0,1.05,0.0,1.05,0.0952
D0037,2026-04-01,0.64,0.0,0.11,0.51,0.0,0.0,0.02,1.05,0.0,1.05,0.0998
D0037,2026-05-01,0.58,0.0,0.11,0.44,0.0,0.0,0.03,1.05,0.0,1.05,0.1042
D0037,2026-07-01,0.49,0.0,0.09,0.37,0.0,0.0,0.03,1.05,0.0,1.05,0.114
D0039,2025-06-01,13.94,0.33,2.4,10.75,0.0,0.0,0.46,11.42,0.0,11.42,0.0389
D0039,2025-07-01,13.34,0.32,2.44,9.66,0.0,0.0,0.92,11.42,0.0,11.42,0.0402
D0039,2025-08-01,12.56,0.31,2.68,9.22,0.0,0.0,0.35,11.42,0.0,11.42,0.0415
D0039,2025-09-01,13.11,0.29,2.83,9.18,0.0,0.0,0.81,11.42,0.0,11.42,0.043
D0039,2025-10-01,12.54,0.28,2.35,8.87,0.0,0.0,1.04,11.42,0.0,11.42,0.0445
D0039,2025-11-01,12.73,0.27,2.43,9.04,0.0,0.0,0.99,11.42,0.0,11.42,0.0461
D0039,2025-12-01,11.42,0.27,2.18,8.26,0.0,0.0,0.71,11.42,0.0,11.42,0.0477
D0039,2026-01-01,11.04,0.26,2.2,7.93,0.0,0.0,0.65,11.42,0.0,11.42,0.0493
D0039,2026-02-01,10.41,0.25,2.06,7.36,0.0,0.0,0.74,11.42,0.0,11.42,0.0509
D0039,2026-03-01,10.18,0.24,2.15,7.45,0.0,0.0,0.34,11.42,0.0,11.42,0.0527
D0039,2026-04-01,10.29,0.23,2.26,7.09,0.0,0.0,0.71,11.42,0.0,11.42,0.0545
D0039,2026-05-01,10.32,0.22,1.72,7.4,0.0,0.0,0.98,11.42,0.0,11.42,0.0564
D0039,2026-06-01,9.71,0.22,1.72,7.03,0.0,0.0,0.74,11.42,0.0,11.42,0.0585
D0039,2026-07-01,9.14,0.21,1.88,6.43,0.0,0.0,0.62,11.42,0.0,11.42,0.0605
D0041,2025-03-01,6.9,0.09,1.13,5.58,0.0,0.0,0.1,12.25,0.0,12.25,0.1083
D0041,2025-04-01,6.32,0.08,0.94,5.16,0.0,0.0,0.14,12.25,0.0,12.25,0.1135
D0041,2025-05-01,6.06,0.08,1.11,4.77,0.0,0.0,0.1,12.25,0.0,12.25,0.1187
D0041,2025-06-01,6.24,0.08,0.93,5.09,0.0,0.0,0.14,12.25,0.0,12.25,0.1249
D0041,2025-07-01,10.33,0.07,0.83,9.0,0.0,0.0,0.43,12.25,0.0,12.25,0.1375
D0041,2025-08-01,5.47,0.07,0.79,4.21,0.0,0.0,0.4,12.25,0.0,12.25,0.1443
D0041,2025-09-01,5.01,0.06,0.86,3.8,0.0,0.0,0.29,12.25,0.0,12.25,0.151
D0041,2025-10-01,4.9,0.06,0.83,3.96,0.0,0.0,0.05,12.25,0.0,12.25,0.1588
D0041,2025-11-01,4.39,0.06,0.77,3.38,0.0,0.0,0.18,12.25,0.0,12.25,0.1661
D0041,2025-12-01,5.0,0.05,0.75,3.87,0.0,0.0,0.33,12.25,0.0,12.25,0.1753
D0041,2026-01-01,4.45,0.05,0.71,3.67,0.0,0.0,0.02,12.25,0.0,12.25,0.185
D0041,2026-02-01,4.06,0.05,0.61,3.29,0.0,0.0,0.11,12.25,0.0,12.25,0.1947
D0041,2026-03-01,4.09,0.05,0.59,3.19,0.0,0.0,0.26,12.25,0.0,12.25,0.2051
D0041,2026-04-01,3.82,0.04,0.59,3.13,0.0,0.0,0.06,12.25,0.0,12.25,0.2164
D0041,2026-05-01,3.47,0.04,0.5,2.76,0.0,0.0,0.17,12.25,0.0,12.25,0.2275
D0041,2026-06-01,3.31,0.04,0.51,2.62,0.0,0.0,0.14,12.25,0.0,12.25,0.2391
D0041,2026-07-01,3.05,0.04,0.54,2.47,0.0,0.0,0.0,12.25,0.0,12.25,0.2512
D0042,2024-09-01,1.77,0.03,0.31,1.37,0.0,0.0,0.06,1.52,0.0,1.52,0.0538
D0042,2024-10-01,1.7,0.03,0.28,1.35,0.0,0.0,0.04,1.52,0.0,1.52,0.0565
D0042,2024-11-01,1.58,0.02,0.28,1.27,0.0,0.0,0.01,1.52,0.0,1.52,0.0593
D0042,2024-12-01,1.56,0.02,0.25,1.22,0.0,0.0,0.07,1.52,0.0,1.52,0.0622
D0042,2025-01-01,1.43,0.02,0.23,1.14,0.0,0.0,0.04,1.52,0.0,1.52,0.0653
D0042,2025-02-01,1.41,0.02,0.24,1.08,0.0,0.0,0.07,1.52,0.0,1.52,0.0684
D0042,2025-03-01,1.34,0.02,0.23,1.08,0.0,0.0,0.01,1.52,0.0,1.52,0.0719
D0042,2025-04-01,1.22,0.02,0.19,1.01,0.0,0.0,0.0,1.52,0.0,1.52,0.0755
D0042,2025-05-01,1.19,0.02,0.19,0.96,0.0,0.0,0.02,1.52,0.0,1.52,0.0793
D0042,2025-06-01,1.18,0.02,0.18,0.92,0.0,0.0,0.06,1.52,0.0,1.52,0.0833
D0042,2025-07-01,1.07,0.02,0.15,0.86,0.0,0.0,0.04,1.52,0.0,1.52,0.0875
D0042,2025-08-01,0.98,0.02,0.15,0.8,0.0,0.0,0.01,1.52,0.0,1.52,0.0917
D0042,2025-09-01,0.93,0.01,0.15,0.77,0.0,0.0,0.0,1.52,0.0,1.52,0.0961
D0042,2025-10-01,0.93,0.01,0.16,0.73,0.0,0.0,0.03,1.52,0.0,1.52,0.1008
D0042,2025-11-01,0.85,0.01,0.14,0.69,0.0,0.0,0.01,1.52,0.0,1.52,0.1056
D0042,2025-12-01,0.84,0.01,0.14,0.67,0.0,0.0,0.02,1.52,0.0,1.52,0.1108
D0042,2026-01-01,0.84,0.01,0.14,0.64,0.0,0.0,0.05,1.52,0.0,1.52,0.1162
D0042,2026-02-01,0.77,0.01,0.13,0.6,0.0,0.0,0.03,1.52,0.0,1.52,0.1218
D0042,2026-03-01,0.76,0.01,0.11,0.58,0.0,0.0,0.06,1.52,0.0,1.52,0.1277
D0042,2026-04-01,0.7,0.01,0.12,0.57,0.0,0.0,0.0,1.52,0.0,1.52,0.1342
D0042,2026-05-01,0.65,0.01,0.1,0.52,0.0,0.0,0.02,1.52,0.0,1.52,0.1406
D0042,2026-06-01,0.67,0.01,0.11,0.53,0.0,0.0,0.02,1.52,0.0,1.52,0.1479
D0042,2026-07-01,0.61,0.01,0.08,0.5,0.0,0.0,0.02,1.52,0.0,1.52,0.1554
D0044,2024-04-01,4.84,0.03,0.34,4.38,0.0,0.0,0.09,3.93,0.0,3.93,0.0821
D0044,2024-05-01,2.17,0.03,0.42,1.72,0.0,0.0,0.0,3.93,0.0,3.93,0.0852
D0044,2024-07-01,1.99,0.03,0.36,1.58,0.0,0.0,0.02,3.93,0.0,3.93,0.0927
D0044,2024-08-01,2.41,0.03,0.33,1.98,0.0,0.0,0.07,3.93,0.0,3.93,0.0973
D0044,2024-09-01,3.15,0.02,0.35,2.64,0.0,0.0,0.14,3.93,0.0,3.93,0.1041
D0044,2024-10-01,2.93,0.02,0.29,2.58,0.0,0.0,0.04,3.93,0.0,3.93,0.1117
D0044,2024-11-01,1.99,0.02,0.29,1.51,0.0,0.0,0.17,3.93,0.0,3.93,0.1167
D0044,2024-12-01,1.95,0.02,0.26,1.55,0.0,0.0,0.12,3.93,0.0,3.93,0.1223
D0044,2025-01-01,1.84,0.02,0.26,1.56,0.0,0.0,0.0,3.93,0.0,3.93,0.1286
D0044,2025-02-01,1.8,0.02,0.25,1.5,0.0,0.0,0.03,3.93,0.0,3.93,0.1352
D0044,2025-04-01,1.31,0.02,0.22,0.98,0.0,0.0,0.09,3.93,0.0,3.93,0.1457
D0044,2025-05-01,1.82,0.02,0.22,1.54,0.0,0.0,0.04,3.93,0.0,3.93,0.1545
D0044,2025-06-01,1.49,0.02,0.19,1.23,0.0,0.0,0.05,3.93,0.0,3.93,0.1623
D0044,2025-07-01,1.42,0.01,0.2,1.17,0.0,0.0,0.04,3.93,0.0,3.93,0.1706
D0044,2025-08-01,1.0,0.01,0.15,0.8,0.0,0.0,0.04,3.93,0.0,3.93,0.1767
D0045,2025-12-01,6.92,0.21,1.42,4.74,0.0,0.0,0.55,4.34,0.0,4.34,0.0334
D0045,2026-01-01,6.36,0.2,1.28,4.35,0.0,0.0,0.53,4.34,0.0,4.34,0.0346
D0045,2026-02-01,6.45,0.19,1.39,4.36,0.0,0.0,0.51,4.34,0.0,4.34,0.0358
D0045,2026-03-01,6.01,0.19,1.34,4.25,0.0,0.0,0.23,4.34,0.0,4.34,0.0371
D0045,2026-04-01,5.76,0.18,1.2,3.96,0.0,0.0,0.42,4.34,0.0,4.34,0.0384
D0045,2026-05-01,5.74,0.17,1.24,3.93,0.0,0.0,0.4,4.34,0.0,4.34,0.0398
D0045,2026-06-01,5.45,0.17,1.24,3.79,0.0,0.0,0.25,4.34,0.0,4.34,0.0412
D0045,2026-07-01,4.94,0.16,1.19,3.55,0.0,0.0,0.04,4.34,0.0,4.34,0.0427
D0054,2025-02-01,6.41,0.09,1.12,5.16,0.0,0.0,0.04,6.16,0.0,6.16,0.0515
D0054,2025-03-01,5.76,0.09,0.95,4.72,0.0,0.0,0.0,6.16,0.0,6.16,0.0536
D0054,2025-04-01,5.46,0.08,0.94,4.15,0.0,0.0,0.29,6.16,0.0,6.16,0.0556
D0054,2025-05-01,4.86,0.08,0.94,3.51,0.0,0.0,0.33,6.16,0.0,6.16,0.0574
D0054,2025-06-01,5.69,0.08,0.95,4.25,0.0,0.0,0.41,6.16,0.0,6.16,0.0598
D0054,2025-07-01,4.8,0.07,0.83,3.5,0.0,0.0,0.4,6.16,0.0,6.16,0.0619
D0054,2025-08-01,4.96,0.07,0.83,3.99,0.0,0.0,0.07,6.16,0.0,6.16,0.0644
D0054,2025-09-01,4.3,0.07,0.78,3.34,0.0,0.0,0.11,6.16,0.0,6.16,0.0668
D0054,2025-10-01,4.08,0.07,0.83,2.91,0.0,0.0,0.27,6.16,0.0,6.16,0.069
D0054,2025-11-01,7.61,0.06,0.78,6.65,0.0,0.0,0.12,6.16,0.0,6.16,0.0745
D0054,2025-12-01,3.78,0.06,0.76,2.61,0.0,0.0,0.35,6.16,0.0,6.16,0.0769
D0054,2026-01-01,3.99,0.06,0.71,2.93,0.0,0.0,0.29,6.16,0.0,6.16,0.0798
D0054,2026-02-01,4.0,0.06,0.7,3.17,0.0,0.0,0.07,6.16,0.0,6.16,0.0833
D0054,2026-03-01,3.54,0.05,0.66,2.72,0.0,0.0,0.11,6.16,0.0,6.16,0.0864
D0054,2026-04-01,4.55,0.05,0.65,3.69,0.0,0.0,0.16,6.16,0.0,6.16,0.0912
D0054,2026-05-01,3.12,0.05,0.61,2.45,0.0,0.0,0.01,6.16,0.0,6.16,0.0946
D0054,2026-06-01,2.97,0.05,0.57,2.22,0.0,0.0,0.13,6.16,0.0,6.16,0.0979
D0054,2026-07-01,2.93,0.05,0.63,2.22,0.0,0.0,0.03,6.16,0.0,6.16,0.1015
D0058,2024-05-01,20.71,0.38,2.63,17.15,0.0,0.0,0.55,0.0,0.0,0.0,0.0
D0058,2024-06-01,19.47,0.36,2.52,15.44,0.0,0.0,1.15,0.0,0.0,0.0,0.0
D0058,2024-07-01,15.14,0.35,2.34,12.16,0.0,0.0,0.29,0.0,0.0,0.0,0.0
D0058,2024-08-01,16.77,0.33,2.38,13.01,0.0,0.0,1.05,0.0,0.0,0.0,0.0
D0058,2024-09-01,17.88,0.31,2.02,15.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0
D0058,2024-10-01,16.7,0.29,2.11,13.37,0.0,0.0,0.93,0.0,0.0,0.0,0.0
D0058,2024-11-01,12.74,0.28,1.67,9.95,0.0,0.0,0.84,0.0,0.0,0.0,0.0
D0058,2024-12-01,14.02,0.26,1.91,11.53,0.0,0.0,0.32,0.0,0.0,0.0,0.0
D0058,2025-01-01,14.37,0.25,1.58,11.81,0.0,0.0,0.73,0.0,0.0,0.0,0.0
D0058,2025-02-01,13.41,0.24,1.91,10.48,0.0,0.0,0.78,0.0,0.0,0.0,0.0
D0058,2025-03-01,9.82,0.22,1.54,7.92,0.0,0.0,0.14,0.0,0.0,0.0,0.0
D0058,2025-04-01,12.38,0.21,1.48,10.21,0.0,0.0,0.48,0.0,0.0,0.0,0.0
D0058,2025-05-01,9.33,0.2,1.34,7.06,0.0,0.0,0.73,0.0,0.0,0.0,0.0
D0058,2025-06-01,10.98,0.19,1.48,8.8,0.0,0.0,0.51,0.0,0.0,0.0,0.0
D0058,2025-07-01,10.1,0.18,1.23,8.64,0.0,0.0,0.05,0.0,0.0,0.0,0.0
D0058,2025-08-01,8.0,0.17,1.25,6.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0
D0058,2025-09-01,9.23,0.16,1.34,7.47,0.0,0.0,0.26,0.0,0.0,0.0,0.0
D0058,2025-10-01,7.67,0.15,1.08,6.1,0.0,0.0,0.34,0.0,0.0,0.0,0.0
D0058,2025-11-01,6.57,0.15,1.01,5.38,0.0,0.0,0.03,0.0,0.0,0.0,0.0
D0058,2025-12-01,7.81,0.14,0.88,6.49,0.0,0.0,0.3,0.0,0.0,0.0,0.0
D0058,2026-01-01,6.08,0.13,0.95,4.68,0.0,0.0,0.32,0.0,0.0,0.0,0.0
D0058,2026-02-01,6.55,0.12,0.94,5.44,0.0,0.0,0.05,0.0,0.0,0.0,0.0
D0058,2026-03-01,5.58,0.12,0.72,4.35,0.0,0.0,0.39,0.0,0.0,0.0,0.0
D0058,2026-04-01,5.42,0.11,0.9,4.2,0.0,0.0,0.21,0.0,0.0,0.0,0.0
D0058,2026-06-01,5.74,0.1,0.73,4.59,0.0,0.0,0.32,0.0,0.0,0.0,0.0
D0058,2026-07-01,5.09,0.09,0.58,4.4,0.0,0.0,0.02,0.0,0.0,0.0,0.0
D0063,2025-12-01,9.5,0.06,0.86,8.41,0.0,0.0,0.17,0.0,0.0,0.0,0.0
D0063,2026-01-01,4.73,0.06,0.7,3.81,0.0,0.0,0.16,0.0,0.0,0.0,0.0
D0063,2026-02-01,4.37,0.06,0.72,3.57,0.0,0.0,0.02,0.0,0.0,0.0,0.0
D0063,2026-03-01,4.69,0.06,0.69,3.78,0.0,0.0,0.16,0.0,0.0,0.0,0.0
D0063,2026-04-01,4.46,0.05,0.61,3.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0
D0063,2026-05-01,3.94,0.05,0.61,3.09,0.0,0.0,0.19,0.0,0.0,0.0,0.0
D0063,2026-06-01,3.4,0.05,0.51,2.8,0.0,0.0,0.04,0.0,0.0,0.0,0.0
D0063,2026-07-01,3.78,0.05,0.52,3.04,0.0,0.0,0.17,0.0,0.0,0.0,0.0
D0064,2026-06-01,0.19,0.01,0.0,0.0,0.03,0.13,0.02,0.23,0.0,0.23,
D0064,2026-07-01,0.18,0.01,0.0,0.0,0.04,0.12,0.01,0.23,0.0,0.23,
D0065,2025-02-01,0.6,0.01,0.0,0.0,0.09,0.46,0.04,0.8,0.0,0.8,
D0065,2025-03-01,0.66,0.01,0.0,0.0,0.09,0.52,0.04,0.8,0.0,0.8,
D0065,2025-04-01,0.52,0.01,0.0,0.0,0.09,0.41,0.01,0.8,0.0,0.8,
D0065,2025-05-01,0.61,0.01,0.0,0.0,0.09,0.47,0.04,0.8,0.0,0.8,
D0065,2025-06-01,0.62,0.01,0.0,0.0,0.1,0.49,0.02,0.8,0.0,0.8,
D0065,2025-07-01,0.49,0.01,0.0,0.0,0.07,0.38,0.03,0.8,0.0,0.8,
D0065,2025-08-01,0.49,0.01,0.0,0.0,0.09,0.36,0.03,0.8,0.0,0.8,
D0065,2025-09-01,0.44,0.01,0.0,0.0,0.08,0.32,0.03,0.8,0.0,0.8,
D0065,2025-10-01,0.52,0.0,0.0,0.0,0.08,0.4,0.04,0.8,0.0,0.8,
D0065,2025-11-01,0.51,0.0,0.0,0.0,0.08,0.4,0.03,0.8,0.0,0.8,
D0065,2025-12-01,0.39,0.0,0.0,0.0,0.08,0.3,0.01,0.8,0.0,0.8,
D0065,2026-01-01,0.73,0.0,0.0,0.0,0.08,0.63,0.02,0.8,0.0,0.8,
D0065,2026-02-01,0.36,0.0,0.0,0.0,0.08,0.28,0.0,0.8,0.0,0.8,
D0065,2026-03-01,0.38,0.0,0.0,0.0,0.06,0.31,0.01,0.8,0.0,0.8,
D0065,2026-04-01,0.33,0.0,0.0,0.0,0.06,0.24,0.03,0.8,0.0,0.8,
D0065,2026-05-01,0.39,0.0,0.0,0.0,0.07,0.28,0.04,0.8,0.0,0.8,
D0065,2026-06-01,0.32,0.0,0.0,0.0,0.06,0.25,0.01,0.8,0.0,0.8,
D0065,2026-07-01,0.36,0.0,0.0,0.0,0.05,0.29,0.02,0.8,0.0,0.8,
D0068,2025-09-01,1.69,0.01,0.0,0.0,0.17,1.43,0.08,0.0,0.0,0.0,
D0068,2025-10-01,1.52,0.01,0.0,0.0,0.15,1.31,0.05,0.0,0.0,0.0,
D0068,2025-11-01,1.28,0.01,0.0,0.0,0.13,1.11,0.03,0.0,0.0,0.0,
D0068,2025-12-01,1.34,0.01,0.0,0.0,0.15,1.14,0.04,0.0,0.0,0.0,
D0068,2026-01-01,1.19,0.01,0.0,0.0,0.13,0.98,0.07,0.0,0.0,0.0,
D0068,2026-02-01,1.31,0.01,0.0,0.0,0.11,1.15,0.04,0.0,0.0,0.0,
D0068,2026-03-01,1.14,0.01,0.0,0.0,0.1,0.96,0.07,0.0,0.0,0.0,
D0068,2026-04-01,0.91,0.01,0.0,0.0,0.1,0.79,0.01,0.0,0.0,0.0,
D0068,2026-05-01,0.97,0.01,0.0,0.0,0.09,0.82,0.05,0.0,0.0,0.0,
D0068,2026-06-01,0.95,0.01,0.0,0.0,0.1,0.81,0.03,0.0,0.0,0.0,
D0068,2026-07-01,0.9,0.01,0.0,0.0,0.09,0.76,0.04,0.0,0.0,0.0,
D0070,2026-02-01,6.49,0.18,1.39,4.27,0.0,0.0,0.65,7.12,0.0,7.12,0.0541
D0070,2026-03-01,6.38,0.18,1.25,4.48,0.0,0.0,0.47,7.12,0.0,7.12,0.056
D0070,2026-04-01,5.87,0.17,1.14,4.23,0.0,0.0,0.33,7.12,0.0,7.12,0.058
D0070,2026-05-01,5.61,0.17,1.32,3.86,0.0,0.0,0.26,7.12,0.0,7.12,0.0598
D0070,2026-06-01,5.32,0.16,1.18,3.88,0.0,0.0,0.1,7.12,0.0,7.12,0.0619
D0070,2026-07-01,8.23,0.15,1.05,6.49,0.0,0.0,0.54,7.12,0.0,7.12,0.0655
D0071,2025-07-01,6.28,0.14,0.84,4.79,0.0,0.0,0.51,4.07,0.0,4.07,0.0368
D0071,2025-08-01,5.81,0.14,0.96,4.61,0.0,0.0,0.1,4.07,0.0,4.07,0.0384
D0071,2025-09-01,5.83,0.13,0.87,4.48,0.0,0.0,0.35,4.07,0.0,4.07,0.0401
D0071,2025-10-01,5.26,0.13,0.85,4.27,0.0,0.0,0.01,4.07,0.0,4.07,0.0418
D0071,2025-11-01,5.27,0.12,0.66,4.13,0.0,0.0,0.36,4.07,0.0,4.07,0.0437
D0071,2025-12-01,4.76,0.11,0.7,3.95,0.0,0.0,0.0,4.07,0.18,3.89,0.0436
D0071,2026-01-01,4.47,0.11,0.56,3.8,0.0,0.0,0.0,3.89,0.1,3.79,0.0444
D0071,2026-02-01,4.32,0.11,0.59,3.62,0.0,0.0,0.0,3.79,0.1,3.69,0.0451
D0071,2026-03-01,4.1,0.1,0.61,3.38,0.0,0.0,0.01,3.69,0.0,3.69,0.0471
D0071,2026-04-01,4.03,0.1,0.55,3.31,0.0,0.0,0.07,3.69,0.0,3.69,0.0491
D0071,2026-05-01,4.13,0.09,0.59,3.11,0.0,0.0,0.34,3.69,0.0,3.69,0.0513
D0071,2026-06-01,3.61,0.09,0.52,3.0,0.0,0.0,0.0,3.69,0.16,3.53,0.0512
D0071,2026-07-01,3.45,0.08,0.41,2.93,0.0,0.0,0.03,3.53,0.0,3.53,0.0535
D0072,2026-05-01,0.41,0.01,0.0,0.0,0.05,0.33,0.02,0.6,0.0,0.6,
D0072,2026-06-01,0.39,0.01,0.0,0.0,0.04,0.33,0.01,0.6,0.0,0.6,
D0072,2026-07-01,0.4,0.01,0.0,0.0,0.04,0.33,0.02,0.6,0.0,0.6,
D0074,2025-01-01,9.04,0.1,0.97,7.65,0.0,0.0,0.32,10.13,0.0,10.13,0.0817
D0074,2025-02-01,7.84,0.1,0.83,6.87,0.0,0.0,0.04,10.13,0.0,10.13,0.0865
D0074,2025-03-01,7.03,0.09,0.84,6.09,0.0,0.0,0.01,10.13,0.0,10.13,0.0912
D0074,2025-04-01,7.73,0.09,0.68,6.88,0.0,0.0,0.08,10.13,0.0,10.13,0.0972
D0074,2025-05-01,6.86,0.08,0.85,5.67,0.0,0.0,0.26,10.13,0.0,10.13,0.1028
D0074,2025-06-01,6.98,0.08,0.67,5.79,0.0,0.0,0.44,10.13,0.0,10.13,0.1092
D0074,2025-07-01,8.67,0.07,0.67,7.61,0.0,0.0,0.32,10.13,0.0,10.13,0.119
D0074,2025-08-01,5.56,0.07,0.59,4.74,0.0,0.0,0.16,10.13,0.0,10.13,0.126
D0074,2025-09-01,5.36,0.06,0.62,4.32,0.0,0.0,0.36,10.13,0.0,10.13,0.1332
D0074,2025-10-01,5.6,0.06,0.58,4.73,0.0,0.0,0.23,10.13,0.0,10.13,0.142
D0074,2025-11-01,5.09,0.06,0.56,4.19,0.0,0.0,0.28,10.13,0.0,10.13,0.1509
D0074,2025-12-01,4.92,0.05,0.47,4.14,0.0,0.0,0.26,10.13,0.0,10.13,0.1608
D0074,2026-01-01,3.99,0.05,0.47,3.43,0.0,0.0,0.04,10.13,0.0,10.13,0.17
D0074,2026-02-01,3.66,0.05,0.41,3.13,0.0,0.0,0.07,10.13,0.0,10.13,0.1795
D0074,2026-03-01,3.94,0.04,0.41,3.47,0.0,0.0,0.02,10.13,0.0,10.13,0.1912
D0074,2026-04-01,3.75,0.04,0.34,3.17,0.0,0.0,0.2,10.13,0.0,10.13,0.2034
D0074,2026-05-01,3.11,0.04,0.31,2.75,0.0,0.0,0.01,10.13,0.0,10.13,0.2153
D0074,2026-06-01,3.37,0.04,0.33,2.94,0.0,0.0,0.06,10.13,0.0,10.13,0.2296
D0074,2026-07-01,3.02,0.03,0.32,2.54,0.0,0.0,0.13,10.13,0.0,10.13,0.2436
D0076,2024-07-01,13.08,0.32,1.81,10.3,0.0,0.0,0.65,11.52,0.0,11.52,0.0584
D0076,2024-08-01,13.33,0.3,1.3,11.0,0.0,0.0,0.73,11.52,0.0,11.52,0.0618
D0076,2024-09-01,12.63,0.29,1.46,10.3,0.0,0.0,0.58,11.52,0.0,11.52,0.0655
D0076,2024-10-01,10.63,0.27,1.49,8.56,0.0,0.0,0.31,11.52,0.0,11.52,0.0688
D0076,2024-11-01,10.53,0.26,1.44,8.38,0.0,0.0,0.45,11.52,0.0,11.52,0.0724
D0076,2024-12-01,9.84,0.24,1.14,7.98,0.0,0.0,0.48,11.52,0.0,11.52,0.0763
D0076,2025-01-01,9.39,0.23,1.21,7.61,0.0,0.0,0.34,11.52,0.0,11.52,0.0803
