deal_id,month,pos_0dpd,pos_1_30dpd,pos_31_60dpd,pos_61_90dpd,pos_90plus_dpd,cumulative_default_amount
D0071,2026-01-01,69.22,5.39,4.58,3.33,3.31,0.36
D0071,2026-02-01,64.97,5.04,4.35,3.37,4.38,0.68
D0071,2026-03-01,64.52,4.99,4.34,3.48,5.62,1.12
D0071,2026-04-01,60.89,4.69,4.09,3.35,6.44,1.66
D0071,2026-05-01,57.01,4.38,3.81,3.15,7.02,2.27
D0071,2026-06-01,61.12,1.87,2.62,2.65,7.6,2.63
D0071,2026-07-01,61.84,1.32,1.51,2.05,7.83,3.0
D0072,2026-05-01,5.73,0.27,0.0,0.0,0.0,0.0
D0072,2026-06-01,5.26,0.35,0.11,0.0,0.0,0.0
D0072,2026-07-01,4.89,0.36,0.19,0.04,0.0,0.0
D0073,2025-03-01,56.62,0.86,0.0,0.0,0.0,0.0
D0073,2025-04-01,53.95,1.0,0.18,0.0,0.0,0.0
D0073,2025-05-01,50.34,0.97,0.28,0.04,0.0,0.0
D0073,2025-06-01,46.24,0.9,0.31,0.08,0.01,0.0
D0073,2025-07-01,48.15,0.94,0.35,0.12,0.03,0.0
D0073,2025-08-01,44.49,0.87,0.33,0.13,0.06,0.0
D0073,2025-09-01,43.4,0.85,0.32,0.14,0.09,0.0
D0073,2025-10-01,44.76,0.87,0.34,0.16,0.13,0.01
D0073,2025-11-01,42.55,0.83,0.32,0.16,0.16,0.02
D0073,2025-12-01,39.11,0.76,0.29,0.15,0.18,0.02
D0073,2026-01-01,35.48,0.69,0.27,0.13,0.19,0.03
D0073,2026-02-01,36.62,0.71,0.28,0.14,0.23,0.04
D0073,2026-03-01,34.33,0.67,0.26,0.13,0.24,0.05
D0073,2026-04-01,35.43,0.69,0.27,0.14,0.27,0.06
D0073,2026-05-01,32.56,0.63,0.25,0.13,0.27,0.08
D0073,2026-06-01,33.42,0.65,0.25,0.13,0.3,0.09
D0073,2026-07-01,30.56,0.6,0.23,0.12,0.3,0.1
D0074,2025-01-01,135.68,2.07,0.0,0.0,0.0,0.0
D0074,2025-02-01,128.47,2.39,0.43,0.0,0.0,0.0
D0074,2025-03-01,112.45,2.18,0.63,0.08,0.0,0.0
D0074,2025-04-01,113.54,2.21,0.76,0.19,0.02,0.0
D0074,2025-05-01,98.1,1.91,0.7,0.24,0.06,0.0
D0074,2025-06-01,91.61,1.79,0.68,0.27,0.12,0.0
D0074,2025-07-01,87.86,1.71,0.66,0.29,0.18,0.01
D0074,2025-08-01,83.2,1.62,0.63,0.29,0.24,0.02
D0074,2025-09-01,81.81,1.6,0.62,0.3,0.31,0.03
D0074,2025-10-01,69.6,1.36,0.52,0.26,0.32,0.04
D0074,2025-11-01,68.02,1.33,0.51,0.26,0.37,0.06
D0074,2025-12-01,60.77,1.19,0.46,0.23,0.38,0.08
D0074,2026-01-01,58.57,1.14,0.44,0.23,0.41,0.09
D0074,2026-02-01,60.31,1.18,0.45,0.23,0.47,0.11
D0074,2026-03-01,55.39,1.08,0.42,0.21,0.47,0.14
D0074,2026-04-01,52.45,1.02,0.4,0.2,0.48,0.16
D0074,2026-05-01,48.2,0.94,0.36,0.19,0.47,0.18
D0074,2026-06-01,48.09,0.94,0.36,0.19,0.5,0.2
D0074,2026-07-01,39.93,0.78,0.3,0.15,0.43,0.22
D0075,2024-10-01,110.08,1.68,0.0,0.0,0.0,0.0
D0075,2024-11-01,96.75,1.8,0.33,0.0,0.0,0.0
D0075,2024-12-01,90.83,1.76,0.51,0.07,0.0,0.0
D0075,2025-01-01,88.67,1.73,0.59,0.15,0.02,0.0
D0075,2025-02-01,82.0,1.6,0.59,0.2,0.05,0.0
D0075,2025-03-01,86.94,1.7,0.64,0.26,0.11,0.0
D0075,2025-04-01,73.24,1.43,0.55,0.24,0.15,0.01
D0075,2025-05-01,69.67,1.36,0.52,0.25,0.2,0.02
D0075,2025-06-01,69.31,1.35,0.52,0.25,0.26,0.03
D0075,2025-07-01,64.93,1.27,0.49,0.24,0.3,0.04
D0075,2025-08-01,66.31,1.29,0.5,0.25,0.36,0.05
D0075,2025-09-01,62.07,1.21,0.47,0.24,0.39,0.07
D0075,2025-10-01,57.08,1.11,0.43,0.22,0.4,0.09
D0075,2025-11-01,55.02,1.07,0.41,0.21,0.42,0.11
D0075,2025-12-01,50.45,0.98,0.38,0.19,0.42,0.13
D0075,2026-01-01,47.18,0.92,0.36,0.18,0.43,0.15
D0075,2026-02-01,44.51,0.87,0.34,0.17,0.43,0.17
D0075,2026-03-01,43.02,0.84,0.32,0.17,0.44,0.19
D0075,2026-04-01,39.29,0.77,0.3,0.15,0.43,0.21
D0075,2026-05-01,39.02,0.76,0.29,0.15,0.45,0.23
D0075,2026-06-01,35.59,0.69,0.27,0.14,0.42,0.25
D0075,2026-07-01,33.48,0.65,0.25,0.13,0.42,0.27
D0076,2024-07-01,194.53,2.96,0.0,0.0,0.0,0.0
D0076,2024-08-01,193.16,3.6,0.65,0.0,0.0,0.0
D0076,2024-09-01,174.46,3.38,0.97,0.13,0.0,0.0
D0076,2024-10-01,177.21,3.45,1.18,0.29,0.04,0.0
D0076,2024-11-01,160.56,3.13,1.15,0.39,0.11,0.0
D0076,2024-12-01,163.54,3.19,1.21,0.48,0.21,0.01
D0076,2025-01-01,148.47,2.9,1.11,0.49,0.31,0.02
D0076,2025-02-01,140.7,2.74,1.06,0.5,0.41,0.03
D0076,2025-03-01,141.15,2.75,1.06,0.52,0.53,0.05
D0076,2025-04-01,120.74,2.35,0.91,0.45,0.55,0.07
D0076,2025-05-01,119.63,2.33,0.9,0.45,0.65,0.1
D0076,2025-06-01,116.6,2.27,0.88,0.45,0.72,0.13
D0076,2025-07-01,102.12,1.99,0.77,0.39,0.71,0.17
D0076,2025-08-01,95.5,1.86,0.72,0.37,0.74,0.2
D0076,2025-09-01,96.41,1.88,0.73,0.37,0.81,0.24
D0076,2025-11-01,85.22,1.66,0.64,0.33,0.77,0.27
D0076,2025-12-01,84.62,1.65,0.64,0.33,0.82,0.31
D0076,2026-01-01,73.55,1.43,0.55,0.28,0.76,0.35
D0076,2026-03-01,67.27,1.31,0.51,0.26,0.73,0.38
D0076,2026-04-01,69.86,1.36,0.53,0.27,0.8,0.42
D0076,2026-05-01,66.21,1.29,0.5,0.26,0.79,0.46
D0076,2026-06-01,61.95,1.21,0.47,0.24,0.77,0.49
D0076,2026-07-01,52.84,1.03,0.4,0.2,0.68,0.53
D0077,2024-11-01,211.66,3.22,0.0,0.0,0.0,0.0
D0077,2024-12-01,193.59,3.61,0.65,0.0,0.0,0.0
D0077,2025-01-01,203.05,3.93,1.13,0.15,0.0,0.0
D0077,2025-02-01,199.89,3.9,1.33,0.33,0.04,0.0
D0077,2025-03-01,179.52,3.5,1.29,0.43,0.12,0.0
D0077,2025-04-01,195.25,3.81,1.44,0.58,0.26,0.01
D0077,2025-05-01,192.14,3.75,1.44,0.64,0.4,0.02
D0077,2025-06-01,167.51,3.27,1.26,0.59,0.49,0.04
D0077,2025-07-01,164.15,3.2,1.24,0.6,0.62,0.06
D0077,2025-08-01,173.73,3.39,1.31,0.65,0.8,0.09
D0077,2025-09-01,153.69,3.0,1.16,0.58,0.83,0.13
D0077,2025-10-01,162.07,3.16,1.22,0.62,1.01,0.17
D0078,2026-02-01,71.92,3.39,0.0,0.0,0.0,0.0
D0078,2026-03-01,68.37,4.53,1.4,0.0,0.0,0.0
D0078,2026-04-01,60.61,4.47,2.38,0.54,0.0,0.0
D0078,2026-05-01,57.62,4.42,3.0,1.23,0.25,0.0
D0078,2026-07-01,50.64,3.93,3.03,1.67,0.74,0.02
D0079,2024-12-01,144.9,2.21,0.0,0.0,0.0,0.0
D0079,2025-01-01,144.57,2.69,0.49,0.0,0.0,0.0
D0079,2025-02-01,133.96,2.59,0.75,0.1,0.0,0.0
D0079,2025-03-01,138.0,2.69,0.92,0.23,0.03,0.0
D0079,2025-04-01,130.11,2.54,0.93,0.31,0.09,0.0
D0079,2025-05-01,129.3,2.52,0.96,0.38,0.17,0.01
D0079,2025-06-01,129.23,2.52,0.97,0.43,0.27,0.01
D0079,2025-07-01,110.53,2.16,0.83,0.39,0.32,0.03
D0079,2025-08-01,112.99,2.2,0.85,0.42,0.42,0.04
D0079,2025-09-01,108.35,2.11,0.82,0.41,0.5,0.06
D0079,2025-10-01,104.96,2.05,0.79,0.4,0.57,0.09
D0079,2025-11-01,102.07,1.99,0.77,0.39,0.63,0.11
D0079,2026-01-01,84.23,1.64,0.63,0.32,0.59,0.14
D0079,2026-02-01,88.0,1.72,0.66,0.34,0.68,0.17
D0079,2026-03-01,81.34,1.59,0.61,0.31,0.68,0.2
D0079,2026-04-01,80.78,1.57,0.61,0.31,0.73,0.24
D0079,2026-05-01,75.77,1.48,0.57,0.29,0.74,0.27
D0079,2026-06-01,71.27,1.39,0.54,0.28,0.74,0.31
D0079,2026-07-01,73.3,1.43,0.55,0.28,0.8,0.34
D0080,2024-07-01,160.37,2.44,0.0,0.0,0.0,0.0
D0080,2024-08-01,153.73,2.86,0.52,0.0,0.0,0.0
D0080,2024-09-01,155.89,3.02,0.87,0.12,0.0,0.0
D0080,2024-10-01,150.76,2.94,1.01,0.25,0.03,0.0
D0080,2024-11-01,134.19,2.62,0.96,0.32,0.09,0.0
D0080,2024-12-01,131.1,2.56,0.97,0.39,0.17,0.01
D0080,2025-01-01,124.18,2.42,0.93,0.41,0.26,0.01
D0080,2025-02-01,113.31,2.21,0.85,0.4,0.33,0.03
D0080,2025-03-01,120.19,2.34,0.91,0.44,0.45,0.04
D0080,2025-04-01,114.78,2.24,0.87,0.43,0.53,0.06
D0080,2025-05-01,111.38,2.17,0.84,0.42,0.6,0.09
D0080,2025-06-01,94.82,1.85,0.71,0.36,0.59,0.12
D0080,2025-07-01,100.78,1.97,0.76,0.39,0.7,0.15
D0080,2025-08-01,87.99,1.72,0.66,0.34,0.68,0.18
D0080,2025-09-01,88.54,1.73,0.67,0.34,0.75,0.21
D0080,2025-10-01,88.37,1.72,0.67,0.34,0.8,0.25
D0080,2025-11-01,84.07,1.64,0.63,0.32,0.82,0.29
D0080,2025-12-01,70.77,1.38,0.53,0.27,0.73,0.32
D0080,2026-01-01,74.6,1.45,0.56,0.29,0.81,0.36
D0080,2026-02-01,67.18,1.31,0.51,0.26,0.77,0.4
D0080,2026-03-01,61.78,1.2,0.47,0.24,0.74,0.43
D0080,2026-04-01,66.56,1.3,0.5,0.26,0.83,0.47
D0080,2026-05-01,55.77,1.09,0.42,0.22,0.72,0.51
D0080,2026-06-01,59.54,1.16,0.45,0.23,0.79,0.55
D0080,2026-07-01,51.01,0.99,0.38,0.2,0.7,0.58
D0081,2024-04-01,171.28,8.07,0.0,0.0,0.0,0.0
D0081,2024-05-01,148.79,9.86,3.06,0.0,0.0,0.0
D0081,2024-06-01,156.01,11.52,6.14,1.39,0.0,0.0
D0081,2024-07-01,134.88,10.34,7.03,2.89,0.59,0.0
D0081,2024-08-01,126.71,9.84,7.58,4.18,1.85,0.06
D0081,2024-09-01,125.98,9.81,8.07,5.29,3.74,0.25
D0081,2024-10-01,110.39,8.59,7.3,5.3,5.29,0.58
D0081,2024-11-01,101.79,7.9,6.82,5.28,6.86,1.08
D0081,2024-12-01,109.08,3.37,4.71,4.55,8.07,1.42
D0081,2025-01-01,105.05,2.26,2.6,3.4,8.38,1.8
D0081,2025-02-01,100.16,1.97,1.52,2.36,8.38,2.2
D0081,2025-03-01,98.89,1.91,1.06,1.64,8.44,2.61
D0081,2025-04-01,90.81,1.76,0.8,1.07,7.74,2.99
D0082,2024-08-01,269.56,12.7,0.0,0.0,0.0,0.0
D0082,2024-09-01,243.24,16.12,5.0,0.0,0.0,0.0
D0082,2024-10-01,251.97,18.6,9.91,2.24,0.0,0.0
D0082,2024-11-01,219.87,16.86,11.47,4.71,0.97,0.0
D0082,2024-12-01,216.1,16.79,12.93,7.14,3.16,0.1
D0082,2025-01-01,207.36,16.15,13.28,8.7,6.16,0.41
D0082,2025-02-01,190.01,14.78,12.57,9.13,9.1,0.98
D0082,2025-03-01,191.12,14.83,12.81,9.91,12.89,1.92
D0082,2025-04-01,164.99,12.76,11.09,8.9,14.36,3.05
D0082,2025-05-01,165.01,12.72,11.07,9.07,17.46,4.51
D0082,2025-07-01,146.43,11.25,9.78,8.09,18.04,6.08
D0082,2025-08-01,146.73,11.24,9.75,8.1,20.39,7.9
D0082,2025-09-01,129.62,9.9,8.56,7.12,19.84,9.72
D0082,2025-10-01,122.23,9.31,8.02,6.67,20.23,11.61
D0082,2025-11-01,110.62,8.41,7.22,5.99,19.52,13.46
D0082,2025-12-01,113.75,8.63,7.39,6.12,21.15,15.48
D0083,2026-04-01,225.0,3.43,0.0,0.0,0.0,0.0
D0083,2026-05-01,215.06,4.01,0.73,0.0,0.0,0.0
D0083,2026-06-01,190.57,3.69,1.06,0.14,0.0,0.0
D0083,2026-07-01,186.62,3.64,1.24,0.31,0.04,0.0
D0084,2024-11-01,112.85,5.32,0.0,0.0,0.0,0.0
D0084,2024-12-01,102.1,6.77,2.1,0.0,0.0,0.0
D0084,2025-01-01,93.74,6.92,3.69,0.83,0.0,0.0
D0084,2025-02-01,86.49,6.63,4.51,1.85,0.38,0.0
D0084,2025-03-01,82.75,6.43,4.95,2.73,1.21,0.04
D0084,2025-04-01,74.92,5.84,4.8,3.14,2.22,0.15
D0084,2025-05-01,76.13,5.92,5.03,3.66,3.65,0.38
D0084,2025-06-01,68.47,5.31,4.59,3.55,4.62,0.71
D0084,2025-07-01,67.11,5.19,4.51,3.62,5.84,1.17
D0084,2025-08-01,61.89,4.77,4.15,3.4,6.55,1.72
D0084,2025-09-01,59.67,4.58,3.99,3.3,7.35,2.36
D0084,2025-10-01,56.16,4.3,3.73,3.1,7.81,3.06
D0085,2024-12-01,265.99,4.05,0.0,0.0,0.0,0.0
D0085,2025-01-01,239.39,4.46,0.81,0.0,0.0,0.0
D0085,2025-02-01,233.55,4.52,1.3,0.17,0.0,0.0
D0085,2025-03-01,219.85,4.29,1.47,0.36,0.05,0.0
D0085,2025-04-01,200.87,3.92,1.44,0.48,0.13,0.0
D0085,2025-05-01,188.83,3.69,1.39,0.56,0.25,0.01
D0085,2025-06-01,177.96,3.47,1.33,0.59,0.37,0.02
D0085,2025-07-01,151.0,2.95,1.13,0.53,0.44,0.04
D0085,2025-08-01,143.5,2.8,1.08,0.53,0.54,0.06
D0085,2025-09-01,144.22,2.81,1.09,0.54,0.66,0.08
D0085,2025-10-01,133.18,2.6,1.0,0.51,0.72,0.11
D0085,2025-11-01,123.08,2.4,0.93,0.47,0.77,0.15
D0085,2025-12-01,118.8,2.32,0.9,0.46,0.83,0.18
D0085,2026-01-01,101.15,1.97,0.76,0.39,0.78,0.22
D0085,2026-02-01,98.41,1.92,0.74,0.38,0.83,0.26
D0086,2025-01-01,135.91,2.07,0.0,0.0,0.0,0.0
D0086,2025-02-01,136.63,2.54,0.46,0.0,0.0,0.0
D0086,2025-03-01,121.47,2.35,0.68,0.09,0.0,0.0
D0086,2025-05-01,105.75,2.06,0.71,0.17,0.02,0.0
D0086,2025-06-01,112.04,2.19,0.8,0.27,0.07,0.0
D0086,2025-07-01,107.43,2.1,0.79,0.32,0.14,0.0
D0086,2025-08-01,100.27,1.96,0.75,0.33,0.21,0.01
D0086,2025-09-01,85.39,1.67,0.64,0.3,0.25,0.02
D0086,2025-10-01,85.08,1.66,0.64,0.31,0.32,0.03
D0086,2025-11-01,78.88,1.54,0.59,0.3,0.36,0.05
D0086,2025-12-01,81.08,1.58,0.61,0.31,0.44,0.07
D0086,2026-01-01,76.09,1.48,0.57,0.29,0.47,0.09
D0086,2026-02-01,72.18,1.41,0.54,0.28,0.5,0.11
D0086,2026-04-01,59.91,1.17,0.45,0.23,0.46,0.13
D0086,2026-05-01,62.36,1.22,0.47,0.24,0.52,0.15
D0086,2026-06-01,58.41,1.14,0.44,0.23,0.53,0.18
D0086,2026-07-01,48.76,0.95,0.37,0.19,0.47,0.2
D0087,2024-05-01,238.96,11.26,0.0,0.0,0.0,0.0
D0087,2024-06-01,235.55,15.61,4.84,0.0,0.0,0.0
D0087,2024-07-01,202.66,14.96,7.97,1.81,0.0,0.0
D0087,2024-08-01,187.13,14.35,9.76,4.0,0.82,0.0
D0087,2024-09-01,174.74,13.57,10.45,5.77,2.55,0.08
D0087,2024-10-01,173.61,13.52,11.12,7.29,5.16,0.34
D0087,2024-11-01,151.58,11.79,10.03,7.28,7.26,0.8
D0087,2024-12-01,141.45,10.98,9.48,7.33,9.54,1.49
D0087,2025-01-01,140.83,10.89,9.47,7.6,12.26,2.45
D0087,2025-02-01,137.35,4.23,5.93,5.88,12.63,3.02
D0087,2025-03-01,147.74,3.17,3.64,4.87,14.28,3.68
D0087,2025-04-01,144.6,2.84,2.18,3.45,14.39,4.37
D0087,2025-05-01,131.38,2.54,1.41,2.2,13.17,5.01
D0087,2025-07-01,121.06,2.34,1.07,1.43,12.02,5.62
D0087,2025-08-01,110.47,2.14,0.88,0.95,10.72,6.16
D0087,2025-09-01,113.42,2.2,0.87,0.75,10.68,6.71
D0087,2025-10-01,109.33,2.12,0.82,0.6,9.95,7.22
D0087,2025-11-01,97.58,1.89,0.73,0.46,8.55,7.66
D0087,2025-12-01,95.79,1.86,0.71,0.41,8.08,8.08
D0087,2026-01-01,89.02,1.73,0.66,0.36,7.22,8.46
D0087,2026-02-01,81.92,1.59,0.61,0.32,6.38,8.79
D0087,2026-04-01,82.33,1.6,0.61,0.32,6.17,9.11
D0087,2026-05-01,77.51,1.5,0.58,0.3,5.59,9.4
D0087,2026-06-01,69.97,1.36,0.52,0.27,4.85,9.65
D0087,2026-07-01,72.82,1.41,0.54,0.28,4.87,9.9
D0088,2026-04-01,45.1,2.13,0.0,0.0,0.0,0.0
D0088,2026-05-01,39.86,2.64,0.82,0.0,0.0,0.0
D0088,2026-06-01,39.0,2.88,1.53,0.35,0.0,0.0
D0088,2026-07-01,36.18,2.77,1.89,0.77,0.16,0.0
D0089,2024-11-01,209.86,3.2,0.0,0.0,0.0,0.0
D0089,2024-12-01,195.59,3.64,0.66,0.0,0.0,0.0
D0089,2025-01-01,192.11,3.72,1.07,0.14,0.0,0.0
D0089,2025-02-01,171.63,3.35,1.14,0.28,0.04,0.0
D0089,2025-03-01,156.75,3.06,1.12,0.38,0.1,0.0
D0089,2025-04-01,159.84,3.12,1.18,0.47,0.21,0.01
D0089,2025-05-01,135.33,2.64,1.01,0.45,0.28,0.02
D0089,2025-06-01,137.87,2.69,1.04,0.49,0.4,0.03
D0089,2025-07-01,132.65,2.59,1.0,0.49,0.5,0.05
D0089,2025-08-01,125.53,2.45,0.95,0.47,0.58,0.07
D0089,2025-09-01,108.15,2.11,0.82,0.41,0.59,0.1
D0089,2025-10-01,114.47,2.23,0.86,0.44,0.71,0.13
D0089,2025-11-01,98.12,1.91,0.74,0.38,0.69,0.16
D0089,2025-12-01,100.3,1.96,0.76,0.39,0.77,0.19
D0089,2026-01-01,94.93,1.85,0.72,0.37,0.8,0.23
D0089,2026-02-01,80.69,1.57,0.61,0.31,0.73,0.26
D0089,2026-03-01,77.72,1.52,0.59,0.3,0.75,0.3
D0089,2026-04-01,74.78,1.46,0.56,0.29,0.77,0.34
D0090,2025-09-01,156.27,2.38,0.0,0.0,0.0,0.0
D0090,2025-11-01,154.92,2.89,0.52,0.0,0.0,0.0
D0090,2026-01-01,137.12,2.65,0.76,0.1,0.0,0.0
D0090,2026-02-01,129.67,2.53,0.86,0.21,0.03,0.0
D0090,2026-03-01,130.5,2.55,0.94,0.31,0.09,0.0
D0090,2026-04-01,118.62,2.31,0.88,0.35,0.16,0.01
D0090,2026-05-01,116.83,2.28,0.87,0.39,0.24,0.01
D0090,2026-06-01,100.22,1.96,0.75,0.35,0.29,0.02
D0090,2026-07-01,107.15,2.09,0.81,0.39,0.4,0.04
D0091,2024-12-01,203.0,3.09,0.0,0.0,0.0,0.0
D0091,2025-01-01,172.35,3.21,0.58,0.0,0.0,0.0
D0091,2025-02-01,162.84,3.15,0.91,0.12,0.0,0.0
D0091,2025-03-01,154.5,3.01,1.03,0.26,0.03,0.0
D0091,2025-04-01,140.83,2.75,1.01,0.34,0.09,0.0
D0091,2025-05-01,138.62,2.71,1.02,0.41,0.18,0.01
D0091,2025-06-01,127.05,2.48,0.95,0.42,0.26,0.01
D0091,2025-07-01,127.84,2.49,0.96,0.45,0.37,0.03
D0091,2025-08-01,125.42,2.45,0.94,0.46,0.47,0.05
D0091,2025-09-01,107.18,2.09,0.81,0.4,0.49,0.07
D0091,2025-10-01,100.66,1.96,0.76,0.38,0.55,0.09
D0091,2025-11-01,96.89,1.89,0.73,0.37,0.6,0.12
D0091,2025-12-01,90.81,1.77,0.68,0.35,0.63,0.14
D0091,2026-02-01,86.08,1.68,0.65,0.33,0.66,0.17
D0091,2026-04-01,71.89,1.4,0.54,0.28,0.6,0.2
D0091,2026-05-01,72.5,1.41,0.55,0.28,0.66,0.23
D0091,2026-06-01,66.24,1.29,0.5,0.26,0.64,0.26
D0091,2026-07-01,59.58,1.16,0.45,0.23,0.61,0.29
D0092,2026-05-01,227.55,3.47,0.0,0.0,0.0,0.0
D0092,2026-06-01,203.76,3.8,0.69,0.0,0.0,0.0
D0092,2026-07-01,208.21,4.03,1.16,0.16,0.0,0.0
D0093,2026-02-01,75.96,3.58,0.0,0.0,0.0,0.0
D0093,2026-03-01,72.04,4.77,1.48,0.0,0.0,0.0
D0093,2026-04-01,63.02,4.65,2.48,0.56,0.0,0.0
D0093,2026-05-01,59.44,4.56,3.1,1.27,0.26,0.0
D0093,2026-06-01,53.71,4.17,3.21,1.77,0.78,0.02
D0093,2026-07-01,55.03,4.29,3.52,2.31,1.63,0.11
D0094,2025-03-01,65.67,1.0,0.0,0.0,0.0,0.0
D0094,2025-04-01,64.95,1.21,0.22,0.0,0.0,0.0
D0094,2025-05-01,66.22,1.28,0.37,0.05,0.0,0.0
D0094,2025-06-01,57.79,1.13,0.39,0.1,0.01,0.0
D0094,2025-07-01,61.89,1.21,0.44,0.15,0.04,0.0
D0094,2025-10-01,48.07,0.94,0.36,0.14,0.06,0.0
D0094,2025-12-01,43.01,0.84,0.32,0.14,0.09,0.01
D0094,2026-01-01,41.94,0.82,0.32,0.15,0.12,0.01
D0094,2026-02-01,40.95,0.8,0.31,0.15,0.15,0.02
D0094,2026-03-01,36.65,0.71,0.28,0.14,0.17,0.02
D0094,2026-04-01,34.8,0.68,0.26,0.13,0.19,0.03
D0094,2026-05-01,35.37,0.69,0.27,0.14,0.22,0.04
D0094,2026-06-01,31.16,0.61,0.23,0.12,0.22,0.05
D0094,2026-07-01,31.61,0.62,0.24,0.12,0.24,0.06
D0095,2025-04-01,131.09,2.0,0.0,0.0,0.0,0.0
D0095,2025-05-01,127.06,2.37,0.43,0.0,0.0,0.0
D0095,2025-06-01,109.54,2.12,0.61,0.08,0.0,0.0
D0095,2025-07-01,110.73,2.16,0.74,0.18,0.02,0.0
D0095,2025-08-01,106.95,2.09,0.77,0.26,0.07,0.0
D0095,2025-09-01,91.44,1.78,0.68,0.27,0.12,0.0
D0095,2025-10-01,87.55,1.71,0.65,0.29,0.18,0.01
D0095,2025-11-01,80.11,1.56,0.6,0.28,0.23,0.02
D0095,2025-12-01,83.66,1.63,0.63,0.31,0.31,0.03
D0095,2026-01-01,77.46,1.51,0.58,0.29,0.36,0.04
D0095,2026-02-01,64.87,1.27,0.49,0.25,0.35,0.06
D0095,2026-03-01,67.27,1.31,0.51,0.26,0.42,0.08
D0095,2026-04-01,59.1,1.15,0.45,0.23,0.41,0.1
D0095,2026-05-01,55.83,1.09,0.42,0.22,0.43,0.12
D0095,2026-06-01,51.77,1.01,0.39,0.2,0.44,0.14
D0095,2026-07-01,52.69,1.03,0.4,0.2,0.48,0.16
D0096,2026-06-01,44.14,2.08,0.0,0.0,0.0,0.0
D0096,2026-07-01,39.4,2.61,0.81,0.0,0.0,0.0
D0097,2024-09-01,81.04,3.82,0.0,0.0,0.0,0.0
D0097,2024-10-01,74.1,4.91,1.52,0.0,0.0,0.0
D0097,2024-11-01,74.1,5.47,2.92,0.66,0.0,0.0
D0097,2024-12-01,62.79,4.82,3.27,1.34,0.28,0.0
D0097,2025-01-01,59.36,4.61,3.55,1.96,0.87,0.03
D0097,2025-03-01,53.46,4.16,3.42,2.24,1.59,0.11
D0097,2025-04-01,50.26,3.91,3.32,2.42,2.41,0.26
D0097,2025-05-01,50.66,3.93,3.4,2.63,3.42,0.51
D0097,2025-06-01,46.17,3.57,3.1,2.49,4.02,0.82
D0097,2025-07-01,43.44,3.35,2.91,2.39,4.6,1.21
D0097,2025-08-01,41.94,3.22,2.8,2.32,5.17,1.66
D0097,2025-09-01,37.56,2.88,2.49,2.07,5.22,2.12
D0097,2025-10-01,34.55,2.64,2.28,1.9,5.29,2.61
D0097,2025-11-01,36.25,2.76,2.38,1.98,6.0,3.17
D0097,2025-12-01,37.45,1.14,1.58,1.6,6.06,3.46
D0097,2026-01-01,33.49,0.72,0.81,1.09,5.38,3.72
D0097,2026-02-01,35.96,0.7,0.53,0.84,5.71,4.01
D0097,2026-03-01,31.33,0.6,0.33,0.51,4.87,4.25
D0097,2026-04-01,31.55,0.61,0.27,0.37,4.76,4.5
D0097,2026-05-01,32.84,0.63,0.26,0.28,4.78,4.74
D0097,2026-06-01,30.42,0.59,0.23,0.2,4.25,4.96
D0097,2026-07-01,27.16,0.52,0.2,0.15,3.63,5.15
D0098,2025-07-01,157.0,2.39,0.0,0.0,0.0,0.0
D0098,2025-08-01,143.87,2.68,0.49,0.0,0.0,0.0
D0098,2025-09-01,127.59,2.47,0.71,0.1,0.0,0.0
D0098,2025-10-01,128.67,2.51,0.86,0.21,0.03,0.0
D0098,2025-11-01,130.79,2.55,0.94,0.32,0.09,0.0
D0098,2025-12-01,118.25,2.31,0.87,0.35,0.15,0.01
D0098,2026-01-01,112.43,2.19,0.84,0.37,0.23,0.01
D0098,2026-02-01,104.75,2.04,0.79,0.37,0.3,0.02
D0098,2026-03-01,110.36,2.15,0.83,0.41,0.41,0.04
D0098,2026-05-01,94.79,1.85,0.71,0.36,0.44,0.06
D0098,2026-06-01,89.35,1.74,0.67,0.34,0.48,0.08
D0098,2026-07-01,97.89,1.91,0.74,0.37,0.61,0.1
D0099,2025-06-01,285.98,4.35,0.0,0.0,0.0,0.0
D0099,2025-07-01,258.95,4.82,0.87,0.0,0.0,0.0
D0099,2025-08-01,233.55,4.52,1.3,0.17,0.0,0.0
D0099,2025-09-01,232.71,4.54,1.55,0.38,0.05,0.0
D0099,2025-10-01,225.8,4.41,1.62,0.54,0.15,0.0
D0099,2025-11-01,216.96,4.23,1.6,0.64,0.28,0.01
D0099,2025-12-01,205.85,4.02,1.54,0.68,0.43,0.02
D0099,2026-01-01,200.09,3.9,1.5,0.71,0.58,0.04
D0099,2026-02-01,174.56,3.41,1.31,0.64,0.65,0.07
D0099,2026-03-01,172.31,3.36,1.3,0.65,0.79,0.1
D0099,2026-04-01,165.07,3.22,1.24,0.63,0.89,0.14
D0099,2026-05-01,168.14,3.28,1.27,0.64,1.05,0.18
D0099,2026-06-01,159.82,3.12,1.2,0.61,1.12,0.23
D0099,2026-07-01,137.31,2.68,1.03,0.53,1.06,0.28
D0100,2025-06-01,124.48,1.9,0.0,0.0,0.0,0.0
D0100,2025-07-01,134.61,2.51,0.45,0.0,0.0,0.0
D0100,2025-08-01,114.36,2.21,0.64,0.09,0.0,0.0
D0100,2025-09-01,113.55,2.21,0.76,0.19,0.02,0.0
D0100,2025-10-01,115.53,2.25,0.83,0.28,0.08,0.0
D0100,2025-11-01,112.42,2.19,0.83,0.33,0.15,0.0
