deal_id,month,total_pool_outstanding,closing_pos_investor_share,total_bank_payout,total_principal_payout,scheduled_principal_payout,npa_amount,mclr,roi,investor_share_x_roi,data_status
D0055,2024-12-01,125.23,118.54,1.09,3.82,3.2,0.0,7.9591,10.9882,13.03,Available
D0055,2025-01-01,116.23,114.75,0.97,3.79,3.1,0.0,7.2914,10.1392,11.63,Available
D0055,2025-02-01,112.71,110.96,0.86,3.79,3.0,0.0,6.9119,9.3065,10.33,Available
D0055,2025-03-01,123.3,107.47,0.74,3.49,2.9,0.0,6.4498,8.2982,8.92,Available
D0055,2025-04-01,112.43,104.09,0.75,3.38,2.81,0.0,6.0802,8.6953,9.05,Available
D0055,2025-05-01,115.43,100.99,0.81,3.1,2.72,0.0,6.4233,9.6595,9.76,Available
D0055,2025-06-01,101.0,97.63,0.73,3.36,2.64,0.0,6.0872,8.9708,8.76,Available
D0055,2025-07-01,103.82,94.62,0.86,3.01,2.55,0.0,7.4885,10.9266,10.34,Available
D0055,2025-08-01,92.78,91.63,0.65,2.99,2.47,0.0,6.8829,8.5149,7.8,Available
D0055,2025-09-01,89.93,88.71,0.79,2.92,2.4,2.0,7.9184,10.7281,9.52,Available
D0055,2025-10-01,98.61,86.06,0.69,2.65,2.32,0.0,7.0348,9.6133,8.27,Available
D0055,2025-11-01,92.17,83.19,0.73,2.87,2.25,0.0,7.834,10.562,8.79,Available
D0055,2025-12-01,87.56,80.61,0.68,2.58,2.18,0.0,6.906,10.12,8.16,Available
D0055,2026-01-01,80.4,78.1,0.67,2.51,2.11,0.0,7.731,10.2632,8.02,Available
D0055,2026-02-01,77.97,75.85,0.58,2.25,2.04,0.0,6.9412,9.2384,7.01,Available
D0055,2026-03-01,77.57,73.59,0.69,2.26,1.98,0.0,7.9302,11.2196,8.26,Available
D0055,2026-04-01,72.69,71.35,0.5,2.24,1.92,0.0,6.8516,8.4129,6.0,Available
D0055,2026-05-01,78.79,69.11,0.53,2.24,1.87,0.0,7.2409,9.2433,6.39,Available
D0055,2026-06-01,73.33,66.92,0.47,2.19,1.81,0.0,6.3595,8.4478,5.65,Available
D0055,2026-07-01,73.4,64.96,0.53,1.96,1.75,0.0,7.4515,9.7343,6.32,Available
D0056,2024-11-01,285.73,259.26,2.13,14.08,12.57,0.0,8.1812,9.8404,25.51,Available
D0056,2024-12-01,252.49,246.3,1.82,12.96,11.92,3.57,6.6821,8.8688,21.84,Available
D0056,2025-01-01,261.55,234.1,2.07,12.2,11.33,0.0,8.0655,10.625,24.87,Available
D0056,2025-02-01,234.89,222.67,1.79,11.43,10.77,0.0,7.3901,9.6725,21.54,Available
D0056,2025-03-01,230.92,211.57,1.58,11.1,10.24,0.0,6.8098,8.9586,18.95,Available
D0056,2025-04-01,219.56,200.79,1.77,10.78,9.73,0.0,8.4948,10.608,21.3,Available
D0056,2025-05-01,207.58,190.47,1.61,10.32,9.23,0.0,6.8452,10.173,19.38,Available
D0056,2025-06-01,183.53,181.19,1.68,9.28,8.76,0.0,8.038,11.1249,20.16,Available
D0056,2025-07-01,177.46,172.23,1.64,8.96,8.33,0.0,8.295,11.4502,19.72,Available
D0056,2025-08-01,187.23,163.86,1.45,8.37,7.92,0.0,7.671,10.6267,17.41,Available
D0056,2025-09-01,177.71,155.49,1.45,8.37,7.54,0.0,8.4779,11.2194,17.45,Available
D0056,2025-10-01,164.69,147.51,1.06,7.98,7.15,0.0,6.9705,8.6448,12.75,Available
D0056,2025-11-01,152.95,140.22,1.18,7.29,6.78,2.93,7.4626,10.0856,14.14,Available
D0056,2025-12-01,144.58,129.66,1.09,10.56,6.45,0.0,7.4815,10.0971,13.09,Available
D0056,2026-01-01,130.68,123.0,1.0,6.66,5.96,0.0,6.6842,9.7359,11.98,Available
D0056,2026-02-01,121.58,116.69,0.93,6.31,5.66,0.0,7.0014,9.5792,11.18,Available
D0056,2026-03-01,115.69,111.03,0.91,5.66,5.37,0.0,6.5437,9.83,10.91,Available
D0056,2026-04-01,118.69,105.39,0.87,5.64,5.11,0.0,6.7764,9.8516,10.38,Available
D0056,2026-05-01,110.54,100.13,0.83,5.26,4.85,0.0,8.2727,9.9387,9.95,Available
D0056,2026-06-01,99.72,95.33,0.81,4.8,4.6,0.0,8.4312,10.2431,9.76,Available
D0056,2026-07-01,101.77,90.55,0.82,4.78,4.38,0.0,8.0372,10.8225,9.8,Available
D0057,2024-07-01,237.51,216.9,1.84,11.81,11.38,0.0,7.6189,10.1625,22.04,Available
D0057,2024-08-01,224.51,205.49,1.81,11.41,10.79,0.0,8.0113,10.5509,21.68,Available
D0057,2024-09-01,222.1,194.74,1.55,10.75,10.22,0.0,6.6538,9.5345,18.57,Available
D0057,2024-10-01,205.08,184.42,1.59,10.32,9.69,0.0,7.9947,10.3213,19.03,Available
D0057,2024-11-01,199.56,174.68,1.28,9.74,9.17,0.0,6.7415,8.8173,15.4,Available
D0057,2024-12-01,169.02,165.7,1.2,8.98,8.69,0.0,6.9645,8.6762,14.38,Available
D0057,2025-01-01,171.94,157.22,1.32,8.48,8.24,0.0,7.2897,10.0435,15.79,Available
D0057,2025-02-01,153.51,148.95,1.27,8.27,7.82,0.0,7.7493,10.2284,15.24,Available
D0057,2025-03-01,155.34,141.25,1.26,7.7,7.41,0.0,7.7719,10.6842,15.09,Available
D0057,2025-04-01,145.3,134.0,1.28,7.25,7.03,0.0,8.0593,11.5059,15.42,Available
D0057,2025-05-01,128.86,127.14,1.09,6.86,6.66,0.0,8.5146,10.2995,13.09,Available
D0057,2025-06-01,122.27,120.42,0.93,6.72,6.32,0.0,7.2646,9.2468,11.13,Available
D0057,2025-07-01,117.73,114.05,1.01,6.37,5.99,2.21,8.2289,10.6432,12.14,Available
D0057,2025-08-01,121.64,108.06,0.84,5.99,5.67,0.0,7.4149,9.2872,10.04,Available
D0057,2025-09-01,,,,,,,,,,Incomplete
D0057,2025-10-01,101.7,97.28,0.69,5.24,5.1,0.0,6.8723,8.523,8.29,Available
D0057,2025-11-01,103.23,92.3,0.87,4.98,4.84,0.0,7.8526,11.2809,10.41,Available
D0057,2025-12-01,93.57,87.49,0.82,4.81,4.59,0.7,8.3357,11.2853,9.87,Available
D0057,2026-01-01,87.08,82.94,0.67,4.55,4.35,0.0,8.0857,9.6248,7.98,Available
D0057,2026-02-01,89.13,78.6,0.58,4.34,4.13,0.0,7.149,8.882,6.98,Available
D0057,2026-03-01,76.25,74.44,0.61,4.16,3.91,0.0,7.4379,9.8182,7.31,Available
D0057,2026-04-01,72.81,70.54,0.57,3.9,3.7,0.0,6.7587,9.6962,6.84,Available
D0057,2026-05-01,67.09,66.81,0.52,3.73,3.51,1.9,7.5421,9.3034,6.22,Available
D0057,2026-06-01,63.78,63.26,0.53,3.55,3.32,0.0,7.1216,10.0738,6.37,Available
D0057,2026-07-01,61.48,57.47,0.47,5.79,3.15,0.0,6.9583,9.8303,5.65,Available
D0058,2024-05-01,307.19,291.56,2.63,17.15,10.84,0.0,7.973,10.8077,31.51,Available
D0058,2024-06-01,309.82,276.12,2.52,15.44,10.23,0.0,7.8849,10.9656,30.28,Available
D0058,2024-07-01,286.63,263.96,2.34,12.16,9.69,0.0,8.9543,10.6183,28.03,Available
D0058,2024-08-01,283.77,250.95,2.38,13.01,9.27,0.0,7.9863,11.3945,28.59,Available
D0058,2024-09-01,268.75,235.95,2.02,15.0,8.81,0.0,8.4442,10.2792,24.25,Available
D0058,2024-10-01,251.56,222.58,2.11,13.37,8.28,0.0,9.3323,11.3867,25.34,Available
D0058,2024-11-01,234.53,212.63,1.67,9.95,7.81,3.68,7.7456,9.4109,20.01,Available
D0058,2024-12-01,204.59,201.1,1.91,11.53,7.46,0.0,8.4634,11.4269,22.98,Available
D0058,2025-01-01,192.56,189.29,1.58,11.81,7.06,2.33,8.2247,10.004,18.94,Available
D0058,2025-02-01,179.93,178.81,1.91,10.48,6.64,0.0,9.521,12.8476,22.97,Available
D0058,2025-03-01,182.11,170.89,1.54,7.92,6.28,0.0,8.2448,10.8031,18.46,Available
D0058,2025-04-01,169.85,160.68,1.48,10.21,6.0,0.0,9.1428,11.0277,17.72,Available
D0058,2025-05-01,165.63,153.62,1.34,7.06,5.64,0.0,8.3997,10.5026,16.13,Available
D0058,2025-06-01,153.4,144.82,1.48,8.8,5.39,0.0,9.6846,12.3014,17.81,Available
D0058,2025-07-01,148.36,136.18,1.23,8.64,5.08,0.0,9.0767,10.846,14.77,Available
D0058,2025-08-01,137.01,130.18,1.25,6.0,4.78,0.0,8.0363,11.5254,15.0,Available
D0058,2025-09-01,135.88,122.71,1.34,7.47,4.57,0.0,9.7275,13.0889,16.06,Available
D0058,2025-10-01,120.61,116.61,1.08,6.1,4.31,0.0,8.083,11.1357,12.99,Available
D0058,2025-11-01,123.95,111.23,1.01,5.38,4.09,1.83,8.6507,10.9254,12.15,Available
D0058,2025-12-01,106.95,104.74,0.88,6.49,3.9,0.0,8.2447,10.057,10.53,Available
D0058,2026-01-01,104.23,100.06,0.95,4.68,3.68,0.0,8.7714,11.3865,11.39,Available
D0058,2026-02-01,103.01,94.62,0.94,5.44,3.51,0.0,9.5593,11.9117,11.27,Available
D0058,2026-03-01,94.6,90.27,0.72,4.35,3.32,0.0,7.8397,9.5538,8.62,Available
D0058,2026-04-01,97.26,86.07,0.9,4.2,3.17,0.0,9.7148,12.6172,10.86,Available
D0058,2026-05-01,85.54,80.11,0.78,5.96,3.02,2.3,8.6011,11.6379,9.32,Reconciliation Required
D0058,2026-06-01,79.46,75.52,0.73,4.59,2.81,0.0,8.5498,11.6066,8.77,Available
D0058,2026-07-01,79.76,71.12,0.58,4.4,2.65,0.0,8.0468,9.8205,6.98,Available
D0059,2025-04-01,133.65,119.23,0.95,4.18,4.18,0.0,7.6847,9.5991,11.45,Available
D0059,2025-05-01,123.63,115.18,1.03,4.05,4.04,0.0,7.3777,10.7641,12.4,Available
D0059,2025-06-01,119.43,109.68,0.81,5.5,3.9,0.0,7.1975,8.9123,9.78,Available
D0059,2025-07-01,112.46,105.97,0.91,3.71,3.71,0.0,7.7611,10.2778,10.89,Available
D0059,2025-08-01,106.8,102.38,0.78,3.59,3.59,0.0,5.9924,9.1184,9.34,Available
D0059,2025-09-01,101.82,98.9,0.73,3.48,3.47,0.0,7.1288,8.8572,8.76,Available
D0059,2025-10-01,,,,,,,,,,Missing
D0059,2025-11-01,106.14,92.3,0.69,3.24,3.23,0.0,6.8075,8.975,8.28,Available
D0059,2025-12-01,101.5,89.17,0.72,3.13,3.12,0.0,6.3103,9.6878,8.64,Available
D0059,2026-01-01,89.25,86.14,0.64,3.03,3.02,0.0,7.2235,8.8516,7.62,Available
D0059,2026-02-01,94.04,82.15,0.6,3.99,2.92,0.0,7.1004,8.8007,7.23,Available
D0059,2026-03-01,84.93,79.37,0.63,2.78,2.78,0.0,7.0361,9.5074,7.55,Available
D0059,2026-04-01,83.03,76.68,0.67,2.69,2.69,0.0,7.4581,10.4946,8.05,Available
D0059,2026-05-01,77.58,74.08,0.57,2.6,2.6,0.0,6.5371,9.1854,6.8,Available
D0059,2026-06-01,71.98,71.57,0.6,2.51,2.51,0.0,7.419,10.1367,7.25,Available
D0059,2026-07-01,74.64,69.15,0.53,2.42,2.42,0.0,6.1048,9.1715,6.34,Available
D0060,2024-08-01,247.21,236.82,2.51,13.33,9.8,0.0,10.0956,12.7087,30.1,Available
D0060,2024-09-01,241.01,224.83,2.23,11.99,9.28,0.0,10.2867,11.8849,26.72,Available
D0060,2024-10-01,244.9,213.88,2.4,10.95,8.81,0.0,10.494,13.4679,28.81,Available
D0060,2024-11-01,224.07,202.46,1.94,11.42,8.38,6.05,9.9679,11.4972,23.28,Available
D0060,2024-12-01,207.69,192.78,2.13,9.68,7.93,3.82,10.8074,13.2419,25.53,Available
D0060,2025-01-01,200.86,182.63,1.91,10.15,7.55,0.0,10.7502,12.5669,22.95,Available
D0060,2025-02-01,,,,,,,,,,Incomplete
D0060,2025-03-01,177.29,162.75,1.63,9.65,6.75,0.0,9.3581,12.0012,19.53,Available
D0060,2025-04-01,175.87,153.68,1.8,9.07,6.37,0.0,10.6361,14.0881,21.65,Available
D0060,2025-05-01,164.18,145.59,1.57,8.09,6.02,4.05,9.8436,12.9742,18.89,Available
D0060,2025-06-01,146.49,137.2,1.55,8.39,5.7,0.0,10.5835,13.5992,18.66,Available
D0060,2025-07-01,138.86,130.31,1.36,6.89,5.37,2.23,9.9793,12.493,16.28,Available
D0060,2025-08-01,,,,,,,,,,Missing
D0060,2025-09-01,128.83,118.26,1.16,5.81,4.86,0.0,10.0995,11.7698,13.92,Available
D0060,2025-10-01,121.78,111.87,1.11,6.39,4.63,0.0,9.078,11.9267,13.34,Available
D0060,2025-11-01,120.88,105.9,1.03,5.97,4.38,0.48,9.4076,11.6918,12.38,Available
D0060,2025-12-01,110.59,99.9,1.08,6.0,4.15,0.0,10.7737,12.983,12.97,Available
D0060,2026-01-01,107.05,94.32,0.92,5.58,3.91,0.0,10.1508,11.7388,11.07,Available
D0060,2026-02-01,94.29,89.8,0.91,4.52,3.69,0.0,9.4781,12.0945,10.86,Available
D0060,2026-03-01,93.8,85.57,0.85,4.23,3.52,0.0,9.142,11.9593,10.23,Available
D0060,2026-04-01,85.62,80.96,0.88,4.61,3.35,1.71,10.2939,13.0135,10.54,Available
D0061,2024-05-01,238.45,226.94,1.95,13.44,10.0,0.0,8.4821,10.288,23.35,Available
D0061,2024-06-01,223.56,214.7,2.08,12.24,9.44,0.0,8.8837,11.6443,25.0,Available
D0061,2024-07-01,225.05,203.76,1.89,10.94,8.93,4.76,8.8382,11.1385,22.7,Available
D0061,2024-08-01,208.5,193.22,2.02,10.54,8.48,2.29,9.0673,12.5423,24.23,Available
D0061,2024-09-01,177.72,174.76,1.85,18.46,8.04,0.0,9.2223,12.7197,22.23,Available
D0061,2024-10-01,166.58,162.6,1.38,12.16,7.27,0.0,7.3957,10.1759,16.55,Available
D0061,2024-11-01,153.7,153.69,1.37,8.91,6.77,0.0,8.4198,10.7351,16.5,Available
D0061,2024-12-01,162.12,145.14,1.29,8.55,6.4,0.0,8.3479,10.6491,15.46,Available
D0061,2025-01-01,147.77,135.27,1.17,9.87,6.04,3.05,8.3788,10.4032,14.07,Available
D0061,2025-02-01,134.65,126.73,1.26,8.54,5.63,0.0,8.8228,11.8982,15.08,Available
D0061,2025-03-01,128.38,119.16,0.91,7.57,5.27,0.0,7.5073,9.138,10.89,Available
D0061,2025-04-01,126.97,111.76,1.11,7.4,4.96,0.0,9.2863,11.8684,13.26,Available
D0061,2025-05-01,,,,,,,,,,Missing
D0062,2026-01-01,54.38,52.3,0.5,2.44,1.77,0.0,9.141,11.3941,5.96,Available
D0062,2026-02-01,53.66,49.57,0.48,2.73,1.7,1.04,8.7665,11.6595,5.78,Available
D0062,2026-03-01,51.27,47.11,0.41,2.46,1.61,0.0,8.1965,10.3512,4.88,Available
D0062,2026-04-01,49.38,43.83,0.39,3.28,1.53,0.0,8.7318,10.593,4.64,Available
D0062,2026-05-01,44.24,41.3,0.4,2.53,1.42,1.1,9.841,11.5678,4.78,Available
D0062,2026-06-01,41.42,39.1,0.36,2.2,1.34,0.0,8.4246,11.0351,4.31,Available
D0062,2026-07-01,39.16,37.33,0.39,1.77,1.27,0.0,9.73,12.3885,4.62,Available
D0063,2025-11-01,,,,,,,,,,Missing
D0063,2025-12-01,95.43,84.51,0.86,8.41,3.53,1.73,8.9621,12.2682,10.37,Available
D0063,2026-01-01,90.63,80.7,0.7,3.81,3.21,0.0,8.6384,10.4621,8.44,Available
D0063,2026-02-01,77.47,77.13,0.72,3.57,3.07,0.0,8.6238,11.1988,8.64,Available
D0063,2026-03-01,78.03,73.35,0.69,3.78,2.93,0.42,8.4972,11.2144,8.23,Available
D0063,2026-04-01,76.49,69.85,0.61,3.5,2.79,0.0,8.7475,10.5091,7.34,Available
D0063,2026-05-01,70.24,66.76,0.61,3.09,2.65,0.0,8.2448,10.9521,7.31,Available
D0063,2026-06-01,65.42,63.96,0.51,2.8,2.54,0.0,7.7988,9.5356,6.1,Available
D0063,2026-07-01,62.15,60.92,0.52,3.04,2.43,0.87,8.1967,10.3179,6.29,Available
D0064,2026-05-01,,,,,,,,,,Incomplete
D0064,2026-06-01,4.77,4.2,0.03,0.13,0.13,0.0,6.9433,8.4555,0.36,Available
D0064,2026-07-01,4.2,4.08,0.04,0.12,0.12,0.06,7.9409,10.5586,0.43,Available
D0065,2025-02-01,14.07,13.79,0.09,0.46,0.32,0.0,5.708,7.7544,1.07,Available
D0065,2025-03-01,13.49,13.27,0.09,0.52,0.31,0.0,6.72,8.5145,1.13,Available
D0065,2025-04-01,13.69,12.86,0.09,0.41,0.3,0.0,5.801,7.9853,1.03,Available
D0065,2025-05-01,13.91,12.39,0.09,0.47,0.29,0.0,6.6476,8.8483,1.1,Available
D0065,2025-06-01,13.14,11.9,0.1,0.49,0.28,0.0,7.3142,10.1577,1.21,Available
D0065,2025-07-01,11.57,11.52,0.07,0.38,0.27,0.0,5.6101,7.6468,0.88,Available
D0065,2025-08-01,12.62,11.16,0.09,0.36,0.26,0.0,6.6356,9.6151,1.07,Available
D0065,2025-09-01,11.3,10.84,0.08,0.32,0.25,0.0,5.7007,9.1702,0.99,Available
D0065,2025-10-01,11.98,10.44,0.08,0.4,0.24,0.0,5.6898,8.6567,0.9,Available
D0065,2025-11-01,11.06,10.04,0.08,0.4,0.23,0.0,6.241,9.0311,0.91,Available
D0065,2025-12-01,10.94,9.74,0.08,0.3,0.22,0.0,6.4922,9.3624,0.91,Available
D0065,2026-01-01,10.43,9.11,0.08,0.63,0.22,0.0,7.4355,10.5036,0.96,Available
D0065,2026-02-01,10.13,8.83,0.08,0.28,0.2,0.0,6.7968,10.2855,0.91,Available
D0065,2026-03-01,8.81,8.52,0.06,0.31,0.2,0.0,5.7824,7.9444,0.68,Available
D0065,2026-04-01,8.37,8.28,0.06,0.24,0.19,0.0,6.3013,8.009,0.66,Available
D0065,2026-05-01,9.19,8.0,0.07,0.28,0.19,0.0,7.4361,9.7861,0.78,Available
D0065,2026-06-01,8.37,7.75,0.06,0.25,0.18,0.0,7.0462,8.6532,0.67,Available
D0065,2026-07-01,8.34,7.46,0.05,0.29,0.17,0.0,6.3309,8.7316,0.65,Available
D0066,2025-04-01,104.83,97.02,0.95,4.18,2.35,0.0,9.9627,11.7094,11.36,Available
D0066,2025-05-01,101.64,93.51,1.03,3.51,2.25,0.0,10.478,13.2222,12.36,Available
D0066,2025-06-01,94.25,90.11,0.93,3.4,2.17,0.0,9.7213,12.419,11.19,Available
D0066,2025-07-01,95.77,86.89,1.03,3.22,2.09,0.0,11.0407,14.2202,12.36,Available
D0066,2025-08-01,96.2,84.05,0.83,2.84,2.02,0.0,9.277,11.8579,9.97,Available
D0066,2025-09-01,86.86,81.37,0.82,2.68,1.95,0.0,10.1365,12.0893,9.84,Available
D0066,2025-10-01,85.2,78.71,0.91,2.66,1.89,0.0,11.0245,13.8166,10.88,Available
D0066,2025-11-01,85.26,75.45,0.8,3.26,1.83,0.0,10.8298,12.6746,9.56,Reconciliation Required
D0066,2025-12-01,73.8,72.53,0.76,2.92,1.75,0.0,10.9586,12.5482,9.1,Available
D0066,2026-01-01,69.78,69.31,0.73,3.22,1.68,0.0,10.3274,12.5862,8.72,Available
D0066,2026-02-01,,,,,,,,,,Incomplete
D0066,2026-03-01,65.34,64.44,0.71,2.07,1.54,0.0,10.8713,13.1387,8.47,Available
D0066,2026-04-01,70.69,61.93,0.65,2.51,1.5,0.0,10.6114,12.5993,7.8,Available
D0066,2026-05-01,64.4,59.49,0.63,2.44,1.44,0.0,9.6839,12.7168,7.57,Available
D0066,2026-06-01,57.52,57.49,0.56,2.0,1.38,0.55,9.8974,11.5927,6.66,Available
D0066,2026-07-01,61.81,55.06,0.5,2.43,1.33,0.0,9.418,10.925,6.02,Available
D0067,2025-09-01,200.01,187.82,1.43,6.65,5.52,0.0,7.5441,9.1363,17.16,Available
D0067,2025-10-01,191.48,181.39,1.49,6.43,5.33,0.0,7.54,9.826,17.82,Available
D0067,2025-11-01,174.84,174.8,1.59,6.59,5.15,0.0,7.4648,10.9384,19.12,Available
D0067,2025-12-01,184.56,168.89,1.34,5.91,4.96,0.0,7.5174,9.5551,16.14,Available
D0067,2026-01-01,167.8,162.86,1.53,6.03,4.79,0.0,8.9607,11.3001,18.4,Available
D0067,2026-02-01,168.13,157.3,1.42,5.56,4.62,0.0,8.5395,10.8163,17.01,Available
D0067,2026-03-01,,,,,,,,,,Missing
D0067,2026-04-01,154.41,146.27,1.26,5.81,4.31,0.0,8.1213,10.3495,15.14,Available
D0067,2026-05-01,156.17,141.46,1.26,4.81,4.15,0.0,8.4411,10.6952,15.13,Available
D0067,2026-06-01,146.3,136.96,1.3,4.5,4.01,0.0,7.9469,11.4234,15.65,Available
D0067,2026-07-01,133.71,132.15,1.18,4.81,3.89,0.0,8.5897,10.6952,14.13,Available
D0068,2025-09-01,24.78,21.63,0.17,1.43,1.05,0.51,7.0276,9.5486,2.07,Available
D0068,2025-10-01,21.49,20.32,0.15,1.31,0.99,0.0,6.2541,8.7307,1.77,Available
D0068,2025-11-01,19.47,19.21,0.13,1.11,0.93,0.0,6.46,8.2493,1.58,Available
D0068,2025-12-01,19.36,18.07,0.15,1.14,0.88,0.0,7.4246,10.1309,1.83,Available
D0068,2026-01-01,18.94,17.09,0.13,0.98,0.82,0.0,5.7586,9.0264,1.54,Available
D0068,2026-02-01,17.93,15.94,0.11,1.15,0.78,0.0,6.388,8.6337,1.38,Available
D0068,2026-03-01,16.93,14.98,0.1,0.96,0.73,0.0,6.594,8.3467,1.25,Available
D0068,2026-04-01,15.69,14.19,0.1,0.79,0.68,0.02,6.4858,8.4249,1.2,Available
D0068,2026-05-01,15.1,13.37,0.09,0.82,0.65,0.0,6.0954,8.1523,1.09,Available
D0068,2026-06-01,13.09,12.56,0.1,0.81,0.61,0.0,5.9752,9.2462,1.16,Available
D0068,2026-07-01,12.6,11.8,0.09,0.76,0.57,0.18,7.4282,9.4518,1.12,Available
D0069,2026-04-01,193.83,173.38,1.41,9.39,4.15,4.02,8.1175,9.7493,16.9,Available
D0069,2026-05-01,165.54,165.51,1.4,7.87,3.94,0.0,7.8977,10.1413,16.78,Available
D0069,2026-06-01,176.36,158.58,1.3,6.93,3.76,3.13,7.5,9.8548,15.63,Available
D0069,2026-07-01,155.37,152.26,1.32,6.32,3.6,0.0,7.2488,10.3904,15.82,Available
D0070,2026-02-01,147.94,131.56,1.39,4.27,2.9,0.0,9.3823,12.6944,16.7,Available
D0070,2026-03-01,131.41,127.08,1.25,4.48,2.8,0.0,8.9272,11.8255,15.03,Available
D0070,2026-04-01,138.65,122.85,1.14,4.23,2.71,0.0,9.2393,11.166,13.72,Available
D0070,2026-05-01,120.56,118.99,1.32,3.86,2.62,0.0,10.1189,13.2916,15.82,Available
D0070,2026-06-01,118.79,115.11,1.18,3.88,2.54,0.7,9.7283,12.3051,14.16,Available
D0070,2026-07-01,115.19,108.62,1.05,6.49,2.45,0.0,8.8006,11.6286,12.63,Available
D0071,2025-07-01,123.31,110.63,0.84,4.79,4.68,0.0,7.0601,9.0722,10.04,Available
D0071,2025-08-01,121.59,106.02,0.96,4.61,4.48,0.0,7.659,10.8831,11.54,Available
D0071,2025-09-01,105.37,101.54,0.87,4.48,4.3,0.0,7.3419,10.2774,10.44,Available
D0071,2025-10-01,102.85,97.27,0.85,4.27,4.12,0.0,7.4262,10.5266,10.24,Available
D0071,2025-11-01,97.76,93.14,0.66,4.13,3.94,0.0,5.95,8.5304,7.95,Available
D0071,2025-12-01,93.68,89.19,0.7,3.95,3.78,0.0,6.9931,9.3911,8.38,Available
D0071,2026-01-01,85.83,85.39,0.56,3.8,3.62,0.0,6.3216,7.8411,6.7,Available
D0071,2026-02-01,82.11,81.77,0.59,3.62,3.46,0.0,6.5221,8.641,7.07,Available
D0071,2026-03-01,82.95,78.39,0.61,3.38,3.31,2.34,6.8546,9.3696,7.34,Available
D0071,2026-04-01,79.46,75.08,0.55,3.31,3.18,0.0,6.3717,8.7621,6.58,Available
D0071,2026-05-01,75.37,71.97,0.59,3.11,3.04,0.0,6.538,9.8768,7.11,Available
D0071,2026-06-01,75.87,68.97,0.52,3.0,2.92,0.0,5.7836,9.0695,6.26,Available
D0071,2026-07-01,74.56,66.04,0.41,2.93,2.8,0.71,5.856,7.3772,4.87,Available
D0072,2026-05-01,6.0,5.7,0.05,0.33,0.26,0.0,7.279,10.592,0.6,Available
D0072,2026-06-01,5.72,5.37,0.04,0.33,0.24,0.0,7.3588,9.5384,0.51,Available
D0072,2026-07-01,5.49,5.04,0.04,0.33,0.23,0.0,8.7575,10.5158,0.53,Available
D0073,2025-03-01,57.48,50.1,0.41,1.54,1.11,1.0,8.2615,9.8578,4.94,Available
D0073,2025-04-01,55.14,48.6,0.42,1.5,1.08,0.0,8.4773,10.3838,5.05,Available
D0073,2025-05-01,51.63,47.29,0.44,1.31,1.04,0.0,9.491,11.0822,5.24,Available
D0073,2025-06-01,47.54,46.01,0.4,1.28,1.02,0.0,8.6931,10.3807,4.78,Available
D0073,2025-07-01,49.58,44.57,0.41,1.44,0.99,0.0,8.8291,11.0213,4.91,Available
D0073,2025-08-01,45.88,43.24,0.39,1.33,0.96,0.0,9.1442,10.7107,4.63,Available
D0073,2025-09-01,44.8,41.4,0.39,1.84,0.93,0.0,8.0342,11.3519,4.7,Available
D0073,2025-10-01,46.26,40.25,0.39,1.15,0.89,0.0,8.3634,11.6543,4.69,Available
D0073,2025-11-01,44.02,39.05,0.37,1.2,0.86,0.0,9.4844,11.3721,4.44,Available
D0073,2025-12-01,40.49,37.88,0.38,1.17,0.84,0.0,9.879,12.1643,4.61,Available
D0073,2026-01-01,36.77,36.71,0.36,1.17,0.81,0.0,9.5986,11.7945,4.33,Available
D0073,2026-02-01,37.98,35.53,0.33,1.18,0.79,0.0,9.1377,11.2094,3.98,Available
D0073,2026-03-01,35.63,34.5,0.34,1.03,0.76,0.0,8.7746,11.8328,4.08,Available
D0073,2026-04-01,36.8,33.56,0.31,0.94,0.74,0.0,8.3451,10.9877,3.69,Available
D0073,2026-05-01,33.84,31.86,0.28,1.7,0.72,0.0,8.0018,10.6134,3.38,Available
D0073,2026-06-01,34.76,31.06,0.3,0.8,0.68,0.0,9.1519,11.54,3.58,Available
D0073,2026-07-01,31.8,30.28,0.28,0.78,0.67,0.0,7.9694,11.2936,3.42,Available
D0074,2025-01-01,137.75,124.04,0.97,7.65,6.1,0.0,7.5179,9.3599,11.61,Available
D0074,2025-02-01,131.3,117.17,0.83,6.87,5.74,0.0,6.2037,8.5419,10.01,Available
D0074,2025-03-01,115.34,111.08,0.84,6.09,5.42,0.0,7.1826,9.0557,10.06,Available
D0074,2025-04-01,116.72,104.2,0.68,6.88,5.14,0.0,6.0753,7.8044,8.13,Available
D0074,2025-05-01,101.02,98.53,0.85,5.67,4.82,0.0,7.5119,10.4127,10.26,Available
D0074,2025-06-01,94.47,92.74,0.67,5.79,4.56,0.0,6.0762,8.6251,8.0,Available
D0074,2025-07-01,90.7,85.13,0.67,7.61,4.29,0.0,7.6772,9.4013,8.0,Available
D0074,2025-08-01,85.98,80.39,0.59,4.74,3.94,0.0,6.1286,8.7666,7.05,Available
D0074,2025-09-01,84.63,76.07,0.62,4.32,3.72,0.0,6.8565,9.7742,7.44,Available
D0074,2025-10-01,72.06,71.34,0.58,4.73,3.52,0.0,6.4913,9.7075,6.93,Available
D0074,2025-11-01,70.49,67.15,0.56,4.19,3.3,0.97,7.5452,10.0633,6.76,Available
D0074,2025-12-01,63.02,63.01,0.47,4.14,3.11,0.26,6.4452,8.8987,5.61,Available
